event_id;chr_ref;po_number;po_linked;primary_reference;status;status_detail;activity_date;mode;mode_detail;pickup_date;origin;destination;total_charge_usd;carrier_code;bol_chr;mbol_number;material_id;invoice_date
583;545432324;;;4500014555;Delivered;Delivered;2026-03-03;Truckload;Truckload (Dry);2026-03-03;CG LABS;Fosdick CT;1,463.33;T5184058;;;;2026-03-04
584;540917325;;;4500015516;Delivered;Delivered;2026-01-19;LTL;LTL (Dry);2026-01-19;CVS;Fosdick;1,845.26;T8154;;;;2026-02-26
585;554304960;;;4500013280;Delivered;Delivered;2026-05-22;LTL;LTL (Dry);2026-05-22;KDC One;RJW - Joliet;517.93;T218939;;;9050092702;2026-05-26
586;555666459;;;4500017501;Delivered;Delivered;2026-06-01;LTL;LTL (Dry);2026-06-01;Fosdick Outbound;Menasha Packaging Company;200.22;T2197553;;;9050091602;2026-06-02
587;554102145;;;4500017186;Delivered;Delivered;2026-05-20;Truckload;Truckload (Dry);2026-05-20;Fosdick Outbound;RJW - Joliet;2,933.40;T3911708;;;"9050100301; 9050013404";2026-06-03
588;544198697;;;4500015907;Delivered;Delivered;2026-02-19;LTL;LTL (Dry);2026-02-23;RJW - Joliet;HFC;781.49;T4446427;;;;2026-02-27
589;542398275;;;4500014088;Delivered;Delivered;2026-02-10;LTL;LTL (Dry);2026-02-10;KDC One;Fosdick (CT);1,582.04;T4446427;;;9050091702;2026-02-17
590;554713092;;;117570280;Delivered;Delivered;2026-05-22;LTL;LTL (Dry);2026-05-22;Westrock;BJS WHOLESALE CLUB;1,529.73;T2197553;;;;2026-05-29
591;548126809;4500015651;true;55625509;Delivered;Delivered;2026-03-25;LTL;LTL (Dry);2026-03-25;menasha;RJWIL2;1,300.66;T4446427;;;;2026-03-30
592;555001411;;;4500015242-4500015243-4500015244;Delivered;Delivered;2026-05-27;Truckload;Truckload (Dry);2026-05-27;KDC-Knowlton;RJW - Joliet;3,474.10;T6180312;;;"9050093002; 9050093102; 9050092902";2026-06-03
593;549744378;;;4500015521;Delivered;Delivered;2026-04-09;Truckload;Truckload (Dry);2026-04-09;Tessy Plastics;Menasha (NJ);1,905.06;T6244762;;;9050013404;2026-04-10
594;542988632;;;4500014661;Delivered;Delivered;2026-02-06;Truckload;Truckload (Dry);2026-02-06;CG LABS;Fosdick CT;1,591.50;T6309863;;;;2026-02-09
595;538306291;;;4500013336;Delivered;Delivered;2025-12-18;LTL;LTL (Dry);2025-12-18;PLZ MISSISSAUGA PERSONAL CARE;Fosdick NV;1,708.74;T2295160;;;;2026-01-09
596;556549772;4500017551;true;4500017551;In Transit;Picked Up;2026-06-09;LTL;LTL (Dry);2026-06-09;PLZ MISSISSAUGA PERSONAL CARE;Fosdick CT;1,198.30;T2295160;;;;
597;546051749;;;4500013372;Delivered;Delivered;2026-03-06;Truckload;Truckload (Dry);2026-03-06;PLZ MISSISSAUGA PERSONAL CARE;RJW - Joliet;1,768.68;T5367156;;;;2026-03-10
598;555349508;4500016978;true;4500016978;In Transit;Picked Up;2026-06-15;LTL;LTL (Dry);2026-06-15;Acorn;Legacy IN;723.22;T2197553;;;6360007701;
599;541031245;;;4500015525;Delivered;Delivered;2026-01-16;Truckload;Truckload (Dry);2026-01-16;Menasha Packaging Company;RJW - Joliet;1,957.28;T6086982;;;"9050099301; 9050125612; 9050099402";2026-01-18
600;553650073;4500017187;true;4500017187;Delivered;Delivered;2026-05-15;Truckload;Truckload (Dry);2026-05-15;Fosdick Outbound;Legacy (IN);3,168.36;T5235958;;;"9050011001; 9050033801; 9050034001; 9050093501";2026-05-18
601;550460967;;;4500014945,4500014946;Delivered;Delivered;2026-04-16;Truckload;Truckload (Dry);2026-04-16;KDC-Knowlton;RJW - Joliet;3,443.01;T6180312;;;"9050092902; 9050093102";2026-04-20
602;552193614;;;4500015199;Delivered;Delivered;2026-05-04;Truckload;Truckload (Dry);2026-05-04;Orlandi Inc.;Legacy IN;2,369.43;T6307198;;;"9050115801; 9050115701; 9050115901";2026-05-06
603;552564154;;;4500015916/16289/16347/16289/16285/16287;Delivered;Delivered;2026-05-06;Truckload;Truckload (Dry);2026-05-06;FM Howell;RJW - Joliet;2,693.34;T6227657;;;9050068701;2026-05-07
604;549976902;;;4500016674;Delivered;Delivered;2026-04-13;LTL;LTL (Dry);2026-04-10;Legacy (IN);RJW - Joliet;260.23;T2197553;;;;2026-04-15
605;546692509;;;4500016245  -B,4500016245;Delivered;Delivered;2026-03-17;LTL;LTL (Dry);2026-03-17;RJW - Joliet;Fosdick;519.24;T2359780;;;;2026-03-23
606;541786247;;;4500015597 & 4500013740;Delivered;Delivered;2026-01-27;Truckload;Truckload (Dry);2026-01-27;Menasha Packaging Company;RJW - Joliet;1,986.88;T4878091;;;"9050088702; 9050068002; 9050088704";2026-01-28
607;544988097;;;4500015997;Delivered;Delivered;2026-02-24;LTL;LTL (Dry);2026-02-24;Legacy (IN);Fosdick;263.10;T8154;;;9050038404;2026-02-26
608;546425697;;;4500014468;Delivered;Delivered;2026-03-10;Truckload;Truckload (Dry);2026-03-10;KDC Chemaid;Menasha (NJ);703.38;T6174375;;;9050033801;2026-03-10
609;553136847;;;4500013295;Delivered;Delivered;2026-05-13;Intermodal;Intermodal (Dry);2026-05-13;Beauty Manufacturing Solutions Corp;RJW - Joliet;;T5613;;;9050092202;
610;543760446;;;4500014335;Delivered;Delivered;2026-02-17;LTL;LTL (Dry);2026-02-17;Beauty Manufacturing Solutions Corp;Legacy (IN);561.79;T4446427;;;9050097001;2026-02-24
611;540377468;;;4500014147;Delivered;Delivered;2026-01-08;LTL;LTL (Dry);2026-01-08;DMI Corporation;Fodick Corp;254.77;T1934631;;;;2026-01-09
612;555320576;4500017469;true;4500017469;Delivered;Delivered;2026-06-01;Truckload;Truckload (Dry);2026-06-01;Menasha Packaging Company;RJW - Joliet;2,028.90;T4429951;;;"9050121901; 9050088704; 9050099305; 9050068801";2026-06-04
613;549372992;;;4500016595 / 4500016626 -B,4500016595 / 4500016626;Delivered;Delivered;2026-04-07;LTL;LTL (Dry);2026-04-07;RJW - Joliet;Fosdick (CT);688.01;T2295160;;;;2026-04-10
614;545575418;;;4500013996;Delivered;Delivered;2026-03-04;Truckload;Truckload (Dry);2026-03-04;KDC Chemaid;RJW - Joliet;1,596.40;T4429951;;;9050096801;2026-03-06
615;548341795;;;202175145;Delivered;Delivered;2026-01-27;LTL;LTL (Dry);2026-01-27;Menasha (York Facility);RJW IL2;333.23;T2197553;;;;2026-03-26
616;543868090;;;4500015593;Delivered;Delivered;2026-02-13;Truckload;Truckload (Dry);2026-02-13;Fosdick Outbound;Legacy (IN);2,635.33;T4332253;;;"9050092301; 9050085701; 9050033901; 9050092401; 9050093001; 9050089301; 9050091701; 9050093401; 9050091901";2026-02-16
617;555493682;4500016732;true;4500016732, 4500016765;Delivered;Delivered;2026-06-02;Truckload;Truckload (Dry);2026-06-02;FM Howell;RJW - Joliet;2,386.93;T6256330;;;9050068701;2026-06-03
618;555302628;;;4500015244-4500015240-4500015241;Delivered;Delivered;2026-05-29;Truckload;Truckload (Dry);2026-05-29;KDC-Knowlton;RJW - Joliet;3,413.16;T6180312;;;"9050093202; 9050093302; 9050093102";2026-06-02
619;538549656;;;4500015213;Delivered;Delivered;2025-12-23;Truckload;Truckload (Dry);2025-12-23;Legacy (IN);Harry's, INC. C/O Fosdick Fulfillment;5,709.14;T5380188;;;"9050013402; 9050097701; 9050101001";2025-12-29
620;539264568;;;4500014787;Delivered;Delivered;2025-12-29;Truckload;Truckload (Dry);2025-12-29;Tessy Plastics;Menasha (NJ);1,475.90;T6006912;;;9050013404;2025-12-29
621;538709371;;;P2511-080-256007;Delivered;Delivered;2025-12-23;Truckload;Truckload (Dry);2025-12-23;RJW Group;H.E.Butt Grocery Company;3,816.91;T6265969;;;;2025-12-29
622;540898578;;;GFDonation121825-7101;Delivered;Delivered;2026-01-20;LTL;LTL (Dry);2026-01-22;RJW - Joliet;The River Fund c/o Good+Foundation;825.43;T4446427;;;;2026-01-28
623;543782227;;;4500015754;Delivered;Delivered;2026-02-13;Truckload;Truckload (Dry);2026-02-13;Packaging Corporation of America;Fosdick;3,012.18;T5159496;;;6360035601;2026-02-16
624;545394509;;;4500015245, 4500015246;Delivered;Delivered;2026-02-27;Truckload;Truckload (Dry);2026-02-27;FM Howell;RJW - Joliet;2,289.47;T5305814;;;;2026-03-03
625;541074510;;;4500015413;Delivered;Delivered;2026-01-15;LTL;LTL (Dry);2026-01-15;Menasha CA;Harry's, INC. C/O Fosdick Fulfillment;958.24;T4446427;;;"9080013404; 9050092201";2026-01-19
626;547584528;;;4500016322;Delivered;Delivered;2026-03-20;LTL;LTL (Dry);2026-03-20;Legacy (IN);Westrock IL;302.65;T2197553;;;9200003702;2026-03-23
627;540902405;;;4500014781;Delivered;Delivered;2026-01-21;Truckload;Truckload (Dry);2026-01-21;Packaging Corporation of America;Fosdick;886.22;T6300639;;;6360035201;2026-01-22
628;546854254;;;4500016270;Delivered;Delivered;2026-03-13;Truckload;Truckload (Dry);2026-03-13;Menasha Packaging Company;RJW - Joliet;2,297.57;T1004802;;;"9050099305; 9050114212; 9050099401; 9050088706";2026-03-16
629;544683677;;;4500014325;Delivered;Delivered;2026-02-20;Truckload;Truckload (Dry);2026-02-20;KDC One;RJW - Joliet;1,346.10;T5178969;;;9050091702;2026-02-23
630;556573129;;;4500014944, 4500015314;Delivered;Delivered;2026-06-10;Truckload;Truckload (Dry);2026-06-10;KDC One;RJW - Joliet;1,769.96;T6230087;;;"9050124901; 9050091602";2026-06-11
631;543352679;;;4500015835;Delivered;Delivered;2026-02-10;Truckload;Truckload (Dry);2026-02-11;RJW - Joliet;Legacy IN;1,374.55;T6149039;;;;2026-02-11
632;540148354;;;4500014597, 4500014912;Delivered;Delivered;2026-01-08;Truckload;Truckload (Dry);2026-01-08;FM Howell;RJW - Joliet;1,978.35;T3819636;;;;2026-01-09
633;552307558;;;4500017107;Delivered;Delivered;2026-05-06;LTL;LTL (Dry);2026-05-07;RJW - Joliet;Fosdick Inbound;843.01;T2359780;;;;2026-05-13
634;550482534;;;4500014836;Delivered;Delivered;2026-04-17;LTL;LTL (Dry);2026-04-17;KDC One;Harry's, INC. C/O Fosdick Fulfillment;1,008.67;T2197553;;;9050091802;2026-04-29
635;546899202;;;4500014817, 4500014908;Delivered;Delivered;2026-03-13;Truckload;Truckload (Dry);2026-03-13;CG LABS;Legacy (IN);1,574.88;T5291608;;;;2026-03-17
636;552619434;;;4500017120;Delivered;Delivered;2026-05-06;Truckload;Truckload (Dry);2026-05-06;Menasha Packaging Company;RJW - Joliet;2,090.74;T6062773;;;"9050121901; 9050089901; 9050125612; 9050110202; 9050099401";2026-05-08
637;546415366;;;4500013372;Delivered;Delivered;2026-03-10;Truckload;Truckload (Dry);2026-03-10;PLZ MISSISSAUGA PERSONAL CARE;RJW - Joliet;1,820.68;T6213307;;;;2026-03-12
638;548824977;;;9138857214;Delivered;Delivered;2026-03-31;LTL;LTL (Dry);2026-03-31;Menasha Packaging Company;SAMS DC 8231;185.76;T1934631;;;9150206110;2026-04-02
639;550512576;;;4500014917;Delivered;Delivered;2026-04-16;LTL;LTL (Dry);2026-04-16;CG Labs;Legacy;1,131.21;T4446427;;;9050109701;2026-04-22
640;554408279;;;4500014331;Delivered;Delivered;2026-05-26;Intermodal;Intermodal (Dry);2026-05-26;Beauty Manufacturing Solutions Corp;RJW - Joliet;;T128572;;;9050092302;
641;550770166;;;4500016737;Delivered;Delivered;2026-04-20;Truckload;Truckload (Dry);2026-04-20;Menasha Packaging Company;RJW - Joliet;1,772.87;T6095776;;;"9050099305; 9050110201; 9050125612; 9050099301; 9050099306";2026-04-22
642;553507448;;;4500013295;Delivered;Delivered;2026-05-15;Intermodal;Intermodal (Dry);2026-05-15;Beauty Manufacturing Solutions Corp;RJW - Joliet;2,344.19;T1641117;;;9050092202;2026-05-22
643;547651289;;;4500015778, 4500015776;Delivered;Delivered;2026-03-20;LTL;LTL (Dry);2026-03-20;Westfall-Technik;Twin Health, Inc;626.58;T2197553;;;;2026-03-24
644;546051625;;;4500014331;Delivered;Delivered;2026-03-11;Truckload;Truckload (Dry);2026-03-11;Beauty Manufacturing Solutions Corp;Legacy (IN);2,378.95;T6024034;;;9050092302;2026-03-12
645;547213084;;;4500014941;Delivered;Delivered;2026-03-19;Truckload;Truckload (Dry);2026-03-19;KDC One;Legacy IN;643.26;T2244688;;;9050091602;2026-03-24
646;544981731;;;4500015998;Delivered;Delivered;2026-02-25;LTL;LTL (Dry);2026-02-25;Legacy (IN);Fosdick Fulfillment;1,800.17;T4446427;;;"9050091802; 9050097701";2026-03-04
647;543211714;;;4500013374;Delivered;Delivered;2026-02-09;Truckload;Truckload (Dry);2026-02-09;PLZ MISSISSAUGA PERSONAL CARE;RJW - Joliet;2,196.00;T5338852;;;;2026-02-10
648;557007153;;;0527CT_G+FDonation;In Transit;Picked Up;2026-06-12;LTL;LTL (Dry);2026-06-12;Fosdick;Good+Foundation;520.75;T4446427;;;;
649;556831697;;;4500015317;Delivered;Delivered;2026-06-11;Truckload;Truckload (Dry);2026-06-11;KDC One;RJW - Joliet;1,948.85;T1696181;;;9050091702;
650;544495954;;;4500014426,4500014428;Delivered;Delivered;2026-02-20;Truckload;Truckload (Dry);2026-02-20;KDC-Knowlton;RJW - Joliet;4,147.07;T6189012;;;"9050092902; 9050093102";2026-02-23
651;548676521;;;1734124661,1734124661 -B;Delivered;Delivered;2026-03-31;LTL;LTL (Dry);2026-03-31;Menasha Packaging Company;Sams Club;315.16;T2295160;;;9150206110;2026-04-06
652;546050380;;;4500014324;Delivered;Delivered;2026-03-06;Truckload;Truckload (Dry);2026-03-06;KDC One;RJW - Joliet;1,023.72;T5246877;;;9050091602;2026-03-09
653;556285662;;;4500015684;Delivered;Delivered;2026-06-08;Truckload;Truckload (Dry);2026-06-08;KDC-Knowlton;RJW - Joliet;3,368.68;T6180312;;;9050092902;2026-06-11
654;548128728;;;4500016513;Delivered;Delivered;2026-03-31;Truckload;Truckload (Dry);2026-03-31;RJW - Joliet;Legacy;1,601.43;T4385591;;;;2026-04-01
655;543390988;;;4500015627;Delivered;Delivered;2026-02-06;LTL;LTL (Dry);2026-02-06;Fosdick Outbound;RJW - Joliet;262.23;T8154;;08670198;9050085901;2026-02-12
656;542491826;;;4500014096-IL;Delivered;Delivered;2026-01-29;LTL;LTL (Dry);2026-01-29;OXYGEN DEVELOPMENT MAIN WAREHOUSE;RJW - Joliet;258.41;T8154;;;9050097301;2026-02-04
657;546392055;;;4500016204;Delivered;Delivered;2026-03-11;Truckload;Truckload (Dry);2026-03-11;Fosdick Outbound;Fosdick Fulfillment;5,717.84;T6242692;;;"9050033505; 9050096401; 9050115701; 9050121901; 9050013404";2026-03-18
658;544766328;;;4500013331;Delivered;Delivered;2026-02-23;Truckload;Truckload (Dry);2026-02-23;AEROFIL;RJWIL;1,657.70;T5247684;;;;2026-02-27
659;550596799;;;4500014836;Delivered;Delivered;2026-04-17;Truckload;Truckload (Dry);2026-04-17;KDC One;RJW - Joliet;1,204.13;T5363;;;9050091802;2026-04-18
660;541757186;;;4500013864,4500013430;Delivered;Delivered;2026-01-22;Truckload;Truckload (Dry);2026-01-22;KDC-Knowlton;RJW - Joliet;3,088.23;T6246931;0;;"9050093202; 9050092902";2026-01-30
661;556811874;;;4500015312;In Transit;Picked Up;2026-06-15;LTL;LTL (Dry);2026-06-15;KDC One;Fosdick (CT);488.23;T1934631;;;9050092702;
662;543980556;;;4500015199;Delivered;Delivered;2026-02-13;LTL;LTL (Dry);2026-02-13;Orlandi Inc.;Fosdick Fulfillment;524.71;T2197553;;;9050115901;2026-02-23
663;548052516;;;4500016506;Delivered;Delivered;2026-03-25;Truckload;Truckload (Dry);2026-03-25;Legacy (IN);RJW - Joliet;854.50;T5350638;;;;2026-03-25
664;541639651;;;4500014920, 4500014914, 4500014910;Delivered;Delivered;2026-01-23;Truckload;Truckload (Dry);2026-01-23;FM Howell;RJW - Joliet;1,784.50;T6240725;;;9050068701;2026-01-24
665;551068367;;;4500016089 / 4500016090;Delivered;Delivered;2026-04-21;LTL;LTL (Dry);2026-04-22;Twincraft;Fosdick NV;1,408.08;T4446427;;;"9050107202; 9050107402";2026-04-30
666;555790132;;;4500017510;Carrier Booked;Checked In;2026-06-08;LTL;LTL (Dry);;Legacy (IN);Fosdick;223.91;T2197553;;;9050038405;
667;555183746;;;4500016288, 4500016286;Delivered;Delivered;2026-06-01;Truckload;Truckload (Dry);2026-06-01;FM Howell;RJW - Joliet;1,872.34;T5365207;;;;2026-06-02
668;550260135;;;4500015148;Delivered;Delivered;2026-04-17;Truckload;Truckload (Dry);2026-04-17;KDC Chemaid;RJW - Joliet;1,758.14;T6004148;;;9050096402;2026-04-20
669;541984645;;;4500014028;Delivered;Delivered;2026-01-26;LTL;LTL (Dry);2026-01-26;PLZ MISSISSAUGA PERSONAL CARE;RJW IL2;1,306.63;T2295160;;;;2026-01-29
670;550176698;;;4500014992 - 1;Delivered;Delivered;2026-04-15;LTL;LTL (Dry);2026-04-15;APEX SHAKOPEE;Legacy IN;608.05;T2359780;;;;2026-04-20
671;545057462;;;4500015256;Delivered;Delivered;2026-02-25;Truckload;Truckload (Dry);2026-02-25;AEROFIL;RJWIL;1,433.30;T6072510;;;;2026-03-04
672;547897661;;;4500016505;Delivered;Delivered;2026-03-23;Truckload;Truckload (Dry);2026-03-23;Westrock IL;RJW - Joliet;582.26;T5236727;;;;2026-03-24
673;538290268;;;4500013444, 4500012724, 4500012084;Delivered;Delivered;2025-12-19;Truckload;Truckload (Dry);2025-12-19;KDC One;RJW - Joliet;1,154.01;T482;;;"9050091902; 9050091701";2025-12-22
674;547155569;;;4500014838;Delivered;Delivered;2026-03-18;Truckload;Truckload (Dry);2026-03-19;KDC One;RJW - Joliet;994.97;T6017444;;;9050124901;2026-03-19
675;542859535;;;4500014087;Delivered;Delivered;2026-02-05;LTL;LTL (Dry);2026-02-05;KDC One;Fosdick (CT);500.91;T1934631;;;9050091602;2026-02-09
676;551742562;;;4500016282;Delivered;Delivered;2026-04-29;Truckload;Truckload (Dry);2026-04-29;PCA Landisville;Fosdick CT;2,250.46;T3323405;;;6360035301;2026-04-30
677;539304825;;;4500015401;Delivered;Delivered;2025-12-29;Truckload;Truckload (Dry);2025-12-29;Menasha Packaging Company;RJW - Joliet;2,325.97;T6027220;;;"9050121901; 9050089904; 9050099304; 9050082601; 9050068801";2025-12-30
678;541732879;;;4500014090;Delivered;Delivered;2026-01-23;Truckload;Truckload (Dry);2026-01-23;KDC One;Legacy IN;934.61;T2244688;;;9050089602;2026-01-27
679;543843239;;;4500014820;Delivered;Delivered;2026-02-11;LTL;LTL (Dry);2026-02-11;SMITH AND VANDIVER CORP;PREMIER PACKING - LUME DEODORANT;674.00;T2197553;;;;2026-02-17
680;556573804;;;4500015314;Delivered;Delivered;2026-06-11;Truckload;Truckload (Dry);2026-06-11;KDC One;RJW - Joliet;1,558.46;T5183656;;;9050091602;2026-06-12
681;553794502;;;4500013295;Delivered;Delivered;2026-05-27;Intermodal;Intermodal (Dry);2026-05-27;Beauty Manufacturing Solutions Corp;RJW - Joliet;;T6057752;;;9050092202;
682;554408592;;;4500014331;Delivered;Delivered;2026-05-26;Intermodal;Intermodal (Dry);2026-05-26;Beauty Manufacturing Solutions Corp;RJW - Joliet;;T295993;;;9050092302;
683;555689307;;;4500017489;Delivered;Delivered;2026-06-05;Truckload;Truckload (Dry);2026-06-05;Legacy (IN);RJW - Joliet;1,519.43;T4150604;;;9050067905;2026-06-06
684;545257510;;;4500015349,4500015349 -B;Delivered;Delivered;2026-02-26;LTL;LTL (Dry);2026-02-26;Westfall-Technik;Fosdick;581.23;T8154;;;;2026-03-02
685;550771745;;;4500014945;Delivered;Delivered;2026-04-20;Truckload;Truckload (Dry);2026-04-21;KDC-Knowlton;RJW - Joliet;3,286.74;T6180312;;;9050092902;2026-04-22
686;544063151;;;4500015348;Delivered;Delivered;2026-02-13;Truckload;Truckload (Dry);2026-02-13;Westfall-Technik;Fosdick;1,500.00;T5301354;;;;2026-02-16
687;541917420;;;4500014332;Delivered;Delivered;2026-01-28;Truckload;Truckload (Dry);2026-01-28;Beauty Manufacturing Solutions Corp;RJW - Joliet;2,076.12;T4140258;;;9050092202;2026-01-30
688;546189491;;;4500016228;Delivered;Delivered;2026-03-09;Truckload;Truckload (Dry);2026-03-09;Menasha Packaging Company;RJW - Joliet;1,596.82;T5160094;;;"9050089902; 9050099302; 9050089901; 9050099301; 9050099304; 9050088702";2026-03-12
689;554147934;;;4500014197;Delivered;Delivered;2026-05-21;LTL;LTL (Dry);2026-05-21;Westfall-Technik;Menasha (NJ);267.24;T4446427;;;;2026-05-26
690;554234442;;;4500017288;Delivered;Delivered;2026-05-20;LTL;LTL (Dry);2026-05-20;Fosdick Outbound;Legacy (IN);422.05;T4446427;;;9050096501;2026-05-26
691;550662909;;;4500016280;Delivered;Delivered;2026-04-21;Truckload;Truckload (Dry);2026-04-21;Packaging Corporation of America;Fosdick CT;1,395.15;T1962051;;;6360035201;2026-04-22
692;543005972;;;4500015729;Delivered;Delivered;2026-02-06;Truckload;Truckload (Dry);2026-02-06;Legacy (IN);Fosdick;4,744.36;T6257350;;;"6360030501; 9050038401; 9050091802; 9050096701";2026-02-09
693;556088932;;;4500017502;Delivered;Delivered;2026-06-04;Truckload;Truckload (Dry);2026-06-04;Legacy (IN);FM Howell;3,046.45;T5264244;;;9200000201;2026-06-05
694;548351604;;;4500013295;Delivered;Delivered;2026-03-30;Intermodal;Intermodal (Dry);2026-03-30;Beauty Manufacturing Solutions Corp;Legacy;2,755.97;T6057752;;;9050092202;2026-04-03
695;547352964;;;4500016321;Delivered;Delivered;2026-03-20;Truckload;Truckload (Dry);2026-03-20;RJW - Joliet;Legacy;1,070.36;T5363;;380269721814;;2026-03-23
696;547455364;;;4500016318;Delivered;Delivered;2026-03-19;LTL;LTL (Dry);2026-03-19;Fosdick Outbound;Westrock IL;403.09;T4384804;;;9050109501;2026-03-24
697;555780908;4500016759;true;4500016759-10;Delivered;Delivered;2026-06-02;LTL;LTL (Dry);2026-06-02;Packaging Corporation of America;Fosdick;591.79;T1934631;;;6360041001;2026-06-03
698;556702864;4500015808;true;4500015808;In Transit;Picked Up;2026-06-11;LTL;LTL (Dry);2026-06-11;Beauty Manufacturing Solutions Corp;Fosdick Inbound;1,040.63;T2197553;;;9050141501;
699;543558422;;;4500015850;Delivered;Delivered;2026-02-11;Truckload;Truckload (Dry);2026-02-11;Menasha Packaging Company;RJW - Joliet;2,122.58;T6095776;;;9050089901;2026-02-13
700;552768753;;;4500017139;In Transit;Picked Up;2026-05-08;Truckload;Truckload (Dry);2026-05-08;Legacy;RJW - Joliet;1,207.80;T5327608;;;"9050092402; 9050013404; 9050089602; 9050093102";2026-05-11
701;548824157;;;1084224203;Delivered;Delivered;2026-04-01;LTL;LTL (Dry);2026-04-01;Menasha Packaging Company;SAMS CLUB;2,256.50;T2197553;;;9150206110;2026-04-07
702;544494645;;;4500012713;Delivered;Delivered;2026-02-24;LTL;LTL (Dry);2026-02-24;Beauty Manufacturing Solutions Corp;Fosdick Fulfillment;780.87;T2197553;;;"9050098401; 9050098301";2026-02-27
703;543847341;;;4500015876;Delivered;Delivered;2026-02-16;Truckload;Truckload (Dry);2026-02-16;Menasha Packaging Company;RJW - Joliet;2,098.29;T3067016;;;9050089901;2026-02-18
704;545451189;;;4500016001;Delivered;Delivered;2026-03-02;LTL;LTL (Dry);2026-03-02;Fosdick Outbound;RJW - Joliet;398.79;T4384804;;;9050111101;2026-03-06
705;547752851;;;4500015596, 4500015567;Delivered;Delivered;2026-03-24;Truckload;Truckload (Dry);2026-03-24;FM Howell;RJW - Joliet;2,274.59;T5342509;;;9050068701;2026-03-25
706;553507745;;;4500013295;Delivered;Delivered;2026-05-19;Intermodal;Intermodal (Dry);2026-05-19;Beauty Manufacturing Solutions Corp;RJW - Joliet;2,384.57;T5613;;;9050092202;2026-05-28
707;547638046;;;4500016317;Delivered;Delivered;2026-03-24;Truckload;Truckload (Dry);2026-03-24;Fosdick Outbound;Legacy (IN);2,649.90;T6244891;;;"9050033801; 9050028901; 9050101001; 9050115801";2026-03-26
708;552110466;;;4500015916, 4500015918;Delivered;Delivered;2026-05-01;Truckload;Truckload (Dry);2026-05-01;FM Howell;RJW - Joliet;2,551.47;T6150580;;;;2026-05-03
709;538441162;;;4500014190;Delivered;Delivered;2025-12-18;LTL;LTL (Dry);2025-12-18;Westfall Technik, LLC;Fosdick Inbound;523.48;T2295160;983820637;;;2025-12-23
710;538543871;;;4500015253;Delivered;Delivered;2025-12-19;Truckload;Truckload (Dry);2025-12-19;Menasha Packaging Company;RJW - Joliet;2,000.19;T3276695;;;;2025-12-23
711;541433867;;;4500014189, 4500014829, 4500014828;Delivered;Delivered;2026-01-19;LTL;LTL (Dry);2026-01-19;Westfall-Technik;Fosdick;907.93;T4446427;;;9050103104;2026-01-23
712;543981942;;;4500015887;Delivered;Delivered;2026-02-16;Truckload;Truckload (Dry);2026-02-16;Menasha Packaging Company;RJW - Joliet;2,460.01;T3974791;;;"9050125612; 9050089902";2026-02-18
713;545697531;;;4500015261;Delivered;Delivered;2026-03-03;Truckload;Truckload (Dry);2026-03-03;PLZ MISSISSAUGA PERSONAL CARE;Fosdick CT;2,990.18;T6271457;;;;2026-03-04
714;557007366;4500015524;true;4500015524;Delivered;Delivered;2026-06-12;Truckload;Truckload (Dry);2026-06-12;KDC Chemaid;RJW IL2;2,202.42;T5305814;;;9050092302;
715;550766182;;;4500016703;Delivered;Delivered;2026-04-21;LTL;LTL (Dry);2026-04-21;Fosdick Outbound;Fosdick Fulfillment;2,925.45;T4446427;;;"9050013404; 6360040901";2026-04-28
716;548528078;;;4500014838;Delivered;Delivered;2026-03-31;Truckload;Truckload (Dry);2026-03-31;KDC One;RJW - Joliet;1,505.44;T6144700;;;9050124901;2026-04-01
717;554752285;;;4500017290, 4500017334;Delivered;Delivered;2026-05-26;Truckload;Truckload (Dry);2026-05-26;RJW - Joliet;Legacy IN;1,622.42;T6266040;;;;2026-05-27
718;543979856;;;4500015199;Delivered;Delivered;2026-02-13;LTL;LTL (Dry);2026-02-13;Orlandi Inc.;Fosdick;371.05;T2359780;;;9050115901;2026-02-17
719;549873540;;;4500015350, 4500015780,4500016165;Delivered;Delivered;2026-04-10;LTL;LTL (Dry);2026-04-09;Westfall-Technik;Legacy IN;338.01;T2295160;;;9050144704;2026-04-14
720;540328742;;;4500014091;Delivered;Delivered;2026-01-08;Truckload;Truckload (Dry);2026-01-08;KDC One;RJW - Joliet;1,242.42;T4926643;;;9050089502;2026-01-09
721;552742548;;;4500017140;Delivered;Delivered;2026-05-12;LTL;LTL (Dry);2026-05-12;RJW - Joliet;Fosdick Inbound;854.41;T4446427;;;;2026-05-14
722;550470854;;;4500016284;Delivered;Delivered;2026-04-17;Truckload;Truckload (Dry);2026-04-17;International Paper;Fosdick Outbound;1,377.87;T4750043;;;"6120007301; 6120007201";2026-04-20
723;553507510;;;4500013295;Delivered;Delivered;2026-05-19;Intermodal;Intermodal (Dry);2026-05-20;Beauty Manufacturing Solutions Corp;RJW - Joliet;2,267.22;T6057752;;;9050092202;2026-05-28
724;555982791;;;4500015779;Delivered;Delivered;2026-06-03;Truckload;Truckload (Dry);2026-06-04;Westfall-Technik;Legacy (IN);750.00;T6241387;;;9050099802;
725;554135210;;;4500017266;Delivered;Delivered;2026-05-20;LTL;LTL (Dry);2026-05-20;Fosdick Outbound;RJW - Joliet;329.66;T4446427;;;9050132501;2026-05-22
